product_name,2026-03-26;start,2026-03-26;end,2026-03-27;start,2026-03-27;end,2026-03-28;start,2026-03-28;end,2026-03-29;start,2026-03-29;end,2026-03-30;start,2026-03-30;end,2026-03-31;start,2026-03-31;end,2026-04-01;start,2026-04-01;end,2026-04-02;start,2026-04-02;end,2026-04-03;start,2026-04-03;end,2026-04-04;start,2026-04-04;end,2026-04-05;start,2026-04-05;end,2026-04-06;start,2026-04-06;end,2026-04-07;start,2026-04-07;end,2026-04-08;start,2026-04-08;end,2026-04-09;start,2026-04-09;end,2026-04-10;start,2026-04-10;end,2026-04-11;start,2026-04-11;end,2026-04-12;start,2026-04-12;end,2026-04-13;start,2026-04-13;end,2026-04-14;start,2026-04-14;end,2026-04-15;start,2026-04-15;end,2026-04-16;start,2026-04-16;end,2026-04-17;start,2026-04-17;end,2026-04-18;start,2026-04-18;end,2026-04-19;start,2026-04-19;end,2026-04-20;start,2026-04-20;end,2026-04-21;start,2026-04-21;end,2026-04-22;start,2026-04-22;end,2026-04-23;start,2026-04-23;end,2026-04-24;start,2026-04-24;end
Fine Barograph Recording Aneroid Excellent Condition,17442.77,3437.0,13716.34,6301.41,15205.27,4823.48,14905.2,5094.25,15841.99,4177.69,16224.17,3794.4,16093.52,3974.2,13629.47,6476.1,15514.85,4639.82,14431.51,5651.76,17076.32,3437.0,15794.34,4232.84,15963.42,4024.42,15124.67,4930.65,13054.73,6963.11,12326.69,5600.45,15774.4,3437.0,13335.75,6673.47,16736.15,3437.0,16842.63,3437.0,15732.56,4238.95,16648.45,3437.0,16335.71,3473.95,14160.23,5652.19,16926.05,3437.0,15234.17,4737.18,13592.67,6282.62,16920.23,3437.0,14064.5,5830.4,16350.39,3653.13
Fine Beatles Concert Poster Original Georgian Period,12422.19,4647.81,12086.41,4870.84,12514.96,4495.84,12091.77,4855.94,11385.15,5531.59,14078.42,4108.09,13646.5,3549.0,11519.06,5713.76,10384.77,6788.85,11142.75,6136.75,13155.41,4254.58,10534.03,6745.67,11152.18,6073.42,10748.54,6574.72,12421.77,4726.6,11515.0,5621.02,12094.35,5173.35,11919.85,5344.61,12616.1,4773.12,13313.54,4169.12,10786.57,6806.16,13873.02,3756.27,10821.13,6833.77,13910.04,3827.62,14032.95,3643.8,13909.92,3840.32,12951.45,4712.46,12511.7,5145.97,13215.88,4555.92,11349.91,6402.06
Fine Bentley Flying B Mascot,5208.51,1731.49,5716.29,1358.0,5174.45,1755.14,5609.66,1358.0,5467.06,1504.2,5350.3,1620.12,4764.14,2192.03,5119.93,1796.63,4743.2,2201.01,5659.11,1358.0,5027.06,1994.87,5390.45,1662.33,5437.32,1632.89,4502.98,2584.21,4702.92,2372.27,4397.27,2658.61,4534.85,1762.81,5211.01,1841.19,5112.87,1979.4,5077.72,2090.97,4783.55,2394.69,4755.83,2450.67,5911.33,1358.0,5882.88,1358.0,5031.92,2243.87,5668.38,1648.33,5330.16,2041.78,4639.29,2754.08,4747.32,2624.77,5455.57,1953.76
Fine Billiard Cue Antique Inlaid From Private Collection,4254.61,1625.39,3438.36,2394.02,3790.39,2021.45,4205.74,1597.37,4088.27,1664.54,3629.96,2162.01,4167.8,1621.2,4205.05,1523.61,3812.14,1876.74,3546.74,2159.74,3689.11,2488.14,4128.49,1559.25,4059.49,1658.16,4020.29,1730.2,4144.96,1579.2,3344.63,2367.18,4099.93,1592.47,4076.17,1561.06,3768.82,1887.13,3776.13,1905.13,4028.81,1657.24,3993.07,1645.76,3337.5,2308.92,3579.2,2086.79,4146.31,1571.41,3366.19,2391.35,3410.94,2370.08,4034.77,1742.68,3858.52,1939.29,4211.62,1538.35
Fine Boucheron Gold Cuff Arts & Crafts Era,2777.01,1482.99,2726.15,1487.69,2559.87,1644.7,2557.08,1640.67,2573.72,1646.66,2827.01,1338.32,2627.86,1509.7,2924.74,1254.68,3051.08,1150.1,3125.03,1065.54,2750.84,1400.79,2849.46,1304.74,2782.79,1368.47,3269.23,917.0,3048.28,1071.62,3082.76,994.79,2974.74,1094.93,2765.47,1320.13,2995.93,1263.63,3146.92,924.6,2886.48,1194.63,2518.97,1557.52,3042.54,1028.56,2490.39,1543.9,2438.3,1606.29,2446.66,1616.45,3015.63,1039.2,2933.8,1132.52,3029.15,1015.25,2500.34,1514.45
Fine British Guiana One Cent Magenta Mid-Century,34687.53,15992.47,40943.6,9555.0,42519.97,9555.0,41989.85,9705.24,32043.58,19625.66,41971.86,10069.25,43132.55,9555.0,37809.9,12700.43,33189.59,16872.95,30029.8,18020.73,30285.47,11808.23,34815.86,13630.37,33231.02,16184.53,33871.47,16400.13,37416.74,12161.42,41705.27,9555.0,37635.63,11543.28,40152.94,9555.0,30287.34,18546.7,34828.75,13474.24,29907.31,17840.39,29560.68,17671.19,29185.7,17610.37,32951.39,13355.72,38451.26,9555.0,34249.22,13871.7,39305.91,9555.0,34193.0,13618.42,32469.61,15474.29,31836.54,16549.27
Fine Buffet R13 Clarinet Good Condition,52669.14,21010.86,62761.73,11669.0,51047.44,22560.11,61879.58,11669.0,51616.28,21574.95,65252.49,11669.0,61990.14,12044.03,55436.99,18756.95,48033.59,25844.38,64687.97,11669.0,61893.72,12012.17,48415.89,25837.5,59583.3,14495.02,65454.91,11669.0,61845.1,11958.05,47773.4,26412.41,53403.13,20643.66,56735.89,17151.04,59551.7,14394.11,48295.65,25155.24,56474.38,16782.03,65998.6,11669.0,52839.11,19976.91,50518.91,22171.9,60412.81,12202.28,50524.47,22439.73,55481.58,17180.63,54605.84,17751.68,50277.57,22371.73,47806.9,25133.97
Fine Byzantine Gold Solidus Federal Period,18816.06,6823.94,16732.92,8978.4,18259.2,7481.35,19823.69,6014.38,16137.01,9625.34,16237.61,9550.68,17481.66,8339.79,15487.04,10350.39,19846.09,6164.34,16168.29,9782.32,16432.15,9532.3,19264.24,6635.24,19216.19,6707.51,18621.5,7316.29,15653.01,10185.95,19385.72,6376.91,18279.84,7508.95,17807.86,8154.84,19542.61,6451.35,15768.65,10157.12,16577.31,9339.29,16124.36,9909.35,16129.86,9885.84,17773.72,8335.36,17575.71,8483.72,18536.86,7637.97,18428.66,7764.4,20549.5,5600.8,19896.24,6351.31,16730.69,9551.05
Fine Cappiello Campari Poster From Private Collection,7879.64,2930.36,7999.81,2984.43,7889.01,3075.43,6409.54,4065.31,8302.1,2624.2,7299.25,3646.96,8155.72,2740.0,7228.94,3670.31,6616.71,4325.43,7133.08,3880.25,8190.56,2859.03,6662.62,4382.12,6795.8,4225.29,7895.39,3131.85,8209.11,2757.76,6632.1,4374.87,6767.79,4304.73,8445.32,2760.02,7202.0,4108.6,6910.99,4356.28,6778.79,4368.07,7663.08,3509.74,6597.65,4412.9,6582.93,4350.5,7126.0,3593.32,6631.07,4021.26,6716.13,3958.71,6221.56,4345.87,8100.02,2580.71,6267.79,4359.68
Fine Carved Coral Cameo Pendant,22125.56,7104.44,19070.34,10004.78,19131.94,10334.17,21209.6,8128.08,20380.47,9122.16,19443.49,10058.21,20010.06,10295.22,20181.41,11629.9,20442.78,8699.98,19847.29,8809.73,23219.48,6063.06,23609.83,5771.12,19679.18,9047.32,20912.46,8010.52,19393.8,9157.51,20107.15,8257.2,23922.49,5530.0,18830.0,8920.24,18577.36,9277.73,22355.89,5530.0,23594.57,5530.0,22171.88,5530.0,17495.68,9988.17,19715.1,7123.32,17428.6,9088.26,18230.78,8061.75,19281.47,7074.59,22655.74,5530.0,18684.87,8238.68,19167.16,8050.34
Fine Cassandre Normandie Poster c.1800,9981.94,5588.06,11784.96,3986.92,9732.1,5910.06,11254.95,4435.36,11964.52,3624.19,9640.92,6026.54,11928.0,3750.74,10638.22,5422.27,11012.49,4955.53,12130.89,3830.1,12250.89,3856.8,12104.5,4208.6,12079.09,4328.79,11151.05,5418.63,12247.55,4198.2,12278.84,4066.88,10959.05,5124.93,9833.75,6380.88,9531.43,4973.29,8941.69,5820.29,9671.75,5712.13,11876.97,3339.0,10628.75,4288.02,11397.99,3616.52,9522.25,4936.53,8780.43,5647.36,9128.07,5305.36,8876.82,5000.13,10777.26,3339.0,10223.84,4046.73
Fine Cheval Blanc 1947,5949.77,2560.23,7050.57,1506.74,5632.92,2913.82,6799.23,1754.09,7616.75,1442.0,7176.84,1442.0,6398.17,2217.47,5957.46,2634.54,5571.42,3007.97,5695.81,2924.61,6119.19,2530.16,7555.15,1442.0,6954.13,1659.1,7538.91,1442.0,5543.43,3106.05,7251.14,1442.0,7648.26,1442.0,5805.04,2817.58,6517.37,2223.77,6025.17,2711.49,6803.99,1919.85,6583.19,2091.7,7706.94,1442.0,5554.43,3137.14,6760.57,2040.02,5597.4,3218.46,6484.32,2310.96,7661.41,1442.0,7099.83,1652.31,6364.72,2359.12
Fine Chinese Cash Coin Collection,90749.76,33570.24,101548.52,21838.88,98625.49,24095.14,90836.75,31043.5,95170.19,27152.63,79440.48,43407.02,84150.69,36618.12,83342.64,36980.2,94096.14,25601.51,82970.21,36284.0,98565.77,21126.0,99927.21,21126.0,91910.74,26076.43,104308.81,21126.0,102316.37,21126.0,90798.87,26163.72,79577.64,37919.92,100195.39,21126.0,94817.57,21126.0,83255.08,31559.01,95436.75,21126.0,96962.96,21126.0,91479.35,23367.71,74614.66,39880.39,90222.12,24104.77,86813.57,27097.85,84808.5,29583.36,78790.94,35672.77,95858.04,21126.0,73460.97,40766.24
Fine Chronometer Deck Watch Naval Edwardian Era,99427.77,54912.23,95836.19,57826.21,92875.13,61145.26,92173.65,63930.2,99693.9,56529.14,101646.02,53731.52,94511.86,61439.85,114746.72,41663.65,114973.93,41570.17,110776.73,45616.04,98645.14,57083.49,111415.23,43570.51,113647.68,41330.39,107936.09,46994.69,92826.3,62613.17,90202.15,64972.38,96966.83,58814.9,96148.33,60413.11,103414.77,54444.34,96772.05,61074.99,117046.18,51226.15,104999.36,54401.34,115744.49,43532.13,112313.29,47788.94,111804.09,49617.13,97668.19,64671.73,118605.75,44392.22,95831.63,66571.71,97110.35,63714.07,111727.55,49676.51
Fine Cigar Store Indian Figure 19th Century,1607.09,1122.91,1571.81,1218.44,1511.12,1179.54,1610.63,1068.79,1523.44,1155.8,1541.77,1122.1,1565.91,1124.85,1526.08,1174.74,1594.89,1186.59,1655.64,1121.24,1533.05,1198.7,1470.29,1236.03,1516.57,1164.46,1609.93,1081.34,1605.29,1150.36,1623.03,1173.73,1702.9,1143.39,1618.7,1179.5,1646.22,1208.56,1615.55,1244.42,1555.16,1321.29,1702.63,1215.59,1563.75,1281.32,1688.32,1173.56,1741.07,1141.22,1636.68,1207.29,1683.88,1209.62,1729.59,1117.45,1717.88,1108.83,1579.98,1213.81
Fine City Plan Paris 1750 c.1820,9400.21,3219.79,10404.47,2217.61,8850.65,3745.67,8857.0,3743.46,10814.35,2065.0,8562.59,3960.57,9313.07,3206.54,9033.4,3501.31,9681.97,2795.61,8400.15,4103.99,9347.62,3167.51,9920.55,2557.8,10766.15,2065.0,8629.82,3946.7,11133.87,2065.0,10861.42,2065.0,11214.04,2065.0,10131.94,2367.77,11242.43,2065.0,8772.98,3717.0,8983.41,3458.94,8074.87,4298.36,10128.85,2247.96,10659.74,2065.0,9591.36,2769.86,8811.78,3579.75,9082.62,4214.73,8535.7,3986.45,10608.61,2065.0,10273.29,2271.37
Fine Civil War Letters Collection,19251.94,14688.06,19671.42,14202.07,18244.45,14388.25,19146.34,12920.19,19367.6,13349.19,19628.74,12227.82,19318.58,11877.12,15799.83,12850.98,17357.7,11245.99,18199.82,12913.8,17258.96,14456.72,18088.94,12953.87,17415.86,14072.16,18671.93,13481.89,19234.95,13218.81,18256.41,15139.57,20301.47,12890.45,19642.43,13323.36,19008.54,13566.12,18947.11,13025.77,17800.92,13291.88,17703.54,13743.99,18562.52,12831.46,18486.61,13517.4,18862.94,12858.05,18705.95,13486.48,19602.07,12357.94,18328.44,12032.96,18799.24,11601.94,17190.78,14067.98
Fine Civil War Officer's Sword Early 20th Century,1032.34,407.66,1080.75,351.9,967.46,473.7,1199.13,266.0,912.81,524.3,997.47,453.33,1038.94,399.65,1159.63,282.84,1159.44,275.21,971.64,468.62,967.62,475.2,1102.27,266.0,887.21,458.76,1146.88,330.35,1018.0,449.61,1150.76,316.2,966.41,520.28,961.57,531.07,1010.24,482.96,1210.85,289.15,1041.96,469.56,1290.95,266.0,1067.45,454.83,1272.43,266.0,1109.5,436.37,1360.66,272.15,966.41,578.47,1321.49,266.0,1184.81,362.95,1326.83,266.0
Fine Commodore 64 Complete System,5653.23,2956.77,6904.44,1698.93,5481.38,3112.88,7192.18,1428.0,6554.34,1980.67,6357.89,2114.93,6831.79,1603.76,6803.4,1618.24,6180.83,2253.29,6424.9,2002.7,6056.68,2357.93,6696.58,1768.82,5582.99,2938.53,5744.31,2782.44,7285.2,1428.0,6861.08,1689.86,5750.69,2796.77,7080.41,1517.1,6525.35,2113.6,5944.17,2657.52,6809.27,1828.3,7645.77,1428.0,5883.44,2741.29,5562.72,3040.15,6102.73,2539.15,6224.7,2409.62,6821.99,1841.94,6442.59,2194.16,5708.12,2940.65,5788.22,2824.6
Fine Concrete Brutalist Form Regency Period,78330.33,37219.67,82708.77,31917.83,70209.33,43572.89,78185.97,33623.07,77487.58,33583.68,80745.47,29831.17,76938.95,33097.61,72224.88,36595.73,68807.94,39420.69,79034.62,29064.74,74827.9,33439.08,64149.22,44958.59,66419.05,42133.78,77492.7,31078.81,74904.97,33744.97,78466.17,30337.59,75318.53,32313.95,78618.83,29228.85,73871.41,33637.18,79452.64,29415.68,82554.97,27949.18,78862.66,31676.03,74311.43,36856.08,68038.42,42559.76,66269.55,44971.94,74033.24,37553.73,72428.13,38756.19,79390.3,31859.03,71138.14,40810.59,68870.13,42936.6
Fine Cuckoo Clock Black Forest c.1880,4402.59,3447.41,4856.17,2964.74,5142.93,2700.08,4644.36,3221.56,5075.82,2823.68,4595.92,3330.54,4906.78,2920.53,4648.09,3183.54,5072.77,2812.7,5086.88,2767.76,4355.48,3446.58,4681.58,3171.2,4793.2,3089.49,4600.1,3269.36,4659.21,3184.06,5001.99,2861.34,4870.7,2978.17,4767.37,3102.57,5096.63,2730.44,4842.38,3002.78,4974.25,2884.46,5281.73,2645.61,4959.96,2900.14,5125.57,2719.05,4984.11,2838.9,4414.9,3409.68,5171.03,2725.1,4452.01,3482.13,4564.07,3338.22,4679.16,3195.96
Fine Declaration of Independence Broadside c.1860,25788.63,9771.37,29206.16,6776.0,28513.26,6968.44,27054.79,8580.96,26799.32,8736.13,27137.82,8630.38,24810.67,11024.13,22978.57,13021.98,22590.37,13550.39,23191.72,12928.8,27168.58,9072.47,28277.69,7786.78,30039.15,6776.0,29519.75,6776.0,28187.08,7934.13,22895.7,13459.26,28959.73,6776.0,29111.22,6776.0,25564.62,9719.36,24309.66,11031.22,24744.18,6776.0,25071.13,6776.0,26517.16,8746.8,26474.99,9097.5,24689.03,10369.0,25451.53,9561.36,28003.28,7278.72,24642.97,11097.92,26557.84,8789.68,29025.98,6861.42
Fine Dulcimer Appalachian Mountain,2847.22,1022.78,2307.5,1533.9,2300.55,1546.73,2478.34,1341.17,2719.76,1091.87,2448.19,1344.69,2328.42,1431.0,2360.73,1441.87,2585.14,1231.13,2580.45,1268.16,2282.58,1600.15,2384.82,1475.07,2467.44,1399.7,2905.99,937.42,2369.83,1508.16,2701.49,1124.37,2393.72,1445.54,2738.32,1102.54,2784.94,1083.09,2537.64,1322.68,2807.43,1058.85,2396.22,1498.36,2301.04,1586.68,2924.26,935.65,2878.49,977.67,2740.14,1134.8,2481.77,1396.64,2439.07,1444.3,2536.06,1361.1,2291.31,1584.01
Fine Edwardian Silver Card Case Good Condition,4176.28,2783.72,4366.74,2597.17,4973.99,2043.74,4401.04,2559.05,4944.94,2030.27,4167.37,2687.46,4851.85,2092.63,5053.3,1846.92,4583.02,2239.2,5047.52,1718.82,4880.54,1956.72,4756.48,2082.05,5049.06,1849.63,4384.99,2549.6,4234.0,2679.15,5322.54,1601.76,4165.47,2799.31,4429.15,2628.31,5426.34,1649.45,5105.1,1958.94,4683.98,2392.77,4560.11,2489.5,4959.65,2105.87,5029.74,2028.77,4818.94,2116.28,5317.15,1628.73,4350.12,2578.99,5121.91,1829.13,4544.23,2469.24,5449.05,1594.9
Fine Enamel Dial Dress Watch,12704.43,5445.57,10568.64,7647.51,11758.25,6426.78,11372.98,6829.04,11100.39,7185.05,12430.87,5951.55,12246.42,6123.84,12359.22,5925.93,12236.39,5995.99,10881.05,7435.03,12775.4,5716.69,11139.72,7554.44,12891.78,5807.02,11759.14,7102.23,11085.83,7728.94,12966.63,5819.96,12598.8,6129.9,11721.19,6985.73,12299.22,6114.55,11399.29,7139.08,12172.15,6303.27,11600.36,6984.0,11603.5,6965.97,12344.48,6141.02,11450.46,6971.91,10887.21,7598.54,12524.93,6015.73,11883.23,6511.65,11663.64,6732.49,11314.77,6890.26
Fine Fortuny Delphos Gown c.1820,8150.55,4449.45,7740.26,4862.4,7519.18,5060.9,8163.14,4428.11,7533.08,5127.24,8015.4,4682.54,7177.9,5583.78,7309.98,5507.71,8286.64,4524.43,7338.09,5386.65,7279.62,5382.76,7418.0,5256.31,8233.64,4489.18,7402.34,5238.39,6991.87,5614.26,7846.86,4762.19,7509.65,5118.94,7433.84,4176.97,7043.22,5613.98,6997.16,5655.62,7346.32,5309.19,8132.85,4614.74,7966.78,4806.78,7494.98,6102.68,7379.19,5411.53,7411.12,5373.33,7477.71,5318.94,7828.94,4954.63,7723.41,5052.7,7372.88,5401.31
Fine Frederick Carder Steuben Aurene Art Nouveau Period,11960.48,5719.52,10965.83,6629.98,11394.78,6049.98,12498.55,4969.81,12403.63,5106.85,11359.32,6188.04,14490.15,3325.0,14776.65,3325.0,11718.2,5912.52,14508.84,3325.0,13813.29,3645.63,12987.18,4327.18,14438.59,3325.0,11029.26,6237.57,11629.0,5669.42,11764.99,5628.27,13847.05,3537.22,14345.72,3325.0,14135.05,3325.0,13328.97,3913.14,14684.11,3325.0,12728.13,4763.81,13302.95,4351.8,11235.14,4392.93,12981.43,3325.0,11189.36,6082.82,12592.46,4490.19,13288.01,3730.08,12702.93,4311.49,13963.63,3325.0
Fine French Foreign Legion Kepi c.1820,5167.59,1282.41,5154.33,1327.14,4918.96,1568.5,4487.59,2034.68,5397.45,1123.11,4416.19,2084.52,5242.82,1265.23,5402.04,1102.07,5662.45,1085.0,5092.55,1422.06,4876.86,1663.2,4584.45,1949.12,4898.31,1646.06,4960.54,1587.1,5036.58,1522.31,4524.76,2047.75,5549.88,1085.0,4347.07,2203.32,4815.28,1734.12,4287.89,2265.05,5496.6,1085.0,4454.29,2083.7,5777.99,1085.0,5249.49,1282.4,4920.97,1593.17,4912.17,1605.11,4174.89,2323.36,5622.64,1085.0,5600.46,1085.0,4123.67,2297.33
Fine French Foreign Legion Kepi c.1970,681.98,348.02,676.28,357.35,609.95,433.43,632.6,414.43,751.13,310.06,731.14,328.77,705.12,355.13,707.77,359.35,647.45,424.38,709.69,355.79,706.34,375.81,640.64,437.31,752.12,336.36,703.24,397.9,761.41,327.72,721.62,378.78,741.54,359.09,708.33,384.86,694.22,412.81,719.16,379.57,703.47,402.96,705.84,391.59,754.63,340.86,705.7,401.14,787.68,382.48,761.45,335.9,731.03,350.49,739.3,333.06,631.17,450.77,753.37,331.17
Fine Gilt Bronze Candelabra Pair c.1910,10086.93,6153.07,10848.45,5382.98,10717.31,5378.37,10693.22,5549.56,9578.12,6719.82,9724.9,6574.32,10385.97,5950.21,9881.85,6487.6,11520.1,5040.72,11301.23,5267.16,10484.96,5947.35,11016.73,5428.2,11814.0,4581.41,11080.64,5314.85,10339.66,5966.01,10886.92,5567.19,9771.9,6578.08,10643.67,5772.9,11322.05,4902.65,10306.99,5872.91,10563.47,5565.59,10777.94,5355.5,11174.91,4204.08,10410.7,4906.1,11585.21,4565.65,10498.03,5600.67,9910.34,6051.18,10373.28,5535.37,10591.31,5207.18,9986.15,5874.09
Fine Gouache Street Scene c.1880,75023.54,54396.46,83479.21,44190.76,86900.48,40328.62,80651.07,45398.54,87938.35,39218.77,73140.83,52561.62,73447.51,51875.64,85745.06,39711.49,81899.41,43910.45,81532.95,44641.24,81192.7,45683.85,80833.05,46159.77,82273.16,45448.86,86150.56,40390.4,80220.39,46636.02,87223.65,38433.4,79705.93,45280.55,76623.86,47613.91,77930.49,45651.34,80828.49,43612.79,86454.93,37435.34,81917.56,41284.27,77475.56,47051.57,75875.3,49059.65,79424.27,44847.4,86802.95,37540.71,85299.87,39555.89,87805.12,37306.25,72829.68,51155.22,72995.58,52359.13
Fine Grain Painted Blanket Chest,11627.46,8612.54,11111.93,9050.87,11326.57,8767.97,12431.82,7442.64,12765.37,7140.18,11901.02,7929.05,12498.55,7423.73,12010.6,7940.12,11527.11,8492.41,12931.33,7107.73,12061.82,7970.62,11074.37,8910.54,12227.98,9520.38,11679.81,8301.11,12042.33,7948.53,12651.96,7294.72,11149.46,7705.28,12160.0,6705.08,12145.99,7680.99,11922.79,7966.83,11812.27,7845.91,12299.46,7230.95,11202.7,8188.96,11505.68,7810.33,11985.89,7078.63,11982.15,7156.25,10634.1,8526.83,11294.91,7893.88,11801.12,7372.8,11751.5,7337.41
Fine Greek Tetradrachm Arts & Crafts Era Museum Deaccessioned,6680.95,2529.05,5670.15,3507.95,6256.57,2837.84,6617.72,2620.97,6694.93,2827.87,5886.04,3658.32,6345.39,3156.63,6081.39,3320.75,5921.95,3439.96,5583.25,3850.61,6714.47,2699.22,5780.76,3801.22,6440.55,2862.14,6597.09,2795.54,5526.51,4028.54,5749.69,4070.46,6113.21,3615.07,5918.47,3555.88,6512.22,3114.42,6711.9,3088.22,6156.88,3354.63,5723.39,3916.43,5715.79,3507.65,5689.67,3419.92,6023.18,2930.1,5940.25,2754.38,4998.62,3653.19,5257.29,3467.41,5597.73,3252.95,5590.48,3449.81
Fine Gutenberg Bible Leaf c.1930,18664.35,11205.65,23616.72,6006.0,20719.44,9219.49,23500.47,7716.21,23363.37,7785.03,24230.6,6914.05,18976.28,10763.23,20684.59,8023.81,20368.9,8466.78,20915.28,8605.51,22796.11,6148.2,18215.34,11395.25,23489.09,6006.0,22332.28,6006.0,17690.82,10749.4,21606.96,7348.71,19813.14,9556.56,17317.45,11234.43,20281.42,8065.39,21092.73,7844.25,19381.11,10150.33,23355.72,6844.44,19631.59,7864.11,24430.81,6006.0,21633.82,7519.38,22963.85,7210.68,21063.72,9577.86,21326.36,9764.89,21174.33,9315.47,21265.33,9558.19
Fine Hasselblad 500C Camera Estate Fresh,24385.94,8544.06,22308.14,10718.36,26000.47,7081.58,22567.74,10502.11,24293.59,8897.04,20266.27,12761.92,25144.28,7887.29,22271.98,10714.72,19942.87,13037.67,25430.02,7571.92,22551.1,10540.73,20555.21,10931.12,21329.54,10255.27,22880.2,10386.98,20638.7,12546.96,25753.17,7511.95,23587.21,9668.03,26266.22,6886.26,24388.8,8802.84,23921.31,9453.37,23859.18,9535.04,21962.08,11430.28,24677.8,8544.86,20656.88,12674.83,22344.43,11086.21,22917.03,10593.21,24755.51,8793.62,25379.72,8365.61,20797.73,12895.32,21439.91,12150.15
Fine Helmut Newton Fashion Print Early 20th Century,27455.16,15544.84,28538.4,14809.93,27117.45,15704.73,30708.87,11312.92,29695.58,13074.54,31073.49,10839.65,31700.85,11561.25,33856.15,11050.92,27830.54,16961.83,30577.59,14693.86,29521.0,16689.77,32824.55,13120.56,27725.33,17225.75,30798.6,14912.61,27638.6,17029.9,33173.27,12129.08,27579.2,18097.88,29272.67,15073.16,28806.88,14346.62,27294.05,10919.46,28616.05,15006.75,32589.84,10586.99,34177.81,9319.58,33860.13,9100.0,26044.05,16327.43,31981.23,9100.0,27711.24,13056.33,30434.96,11682.28,34108.92,9100.0,31081.04,13087.73
Fine Holland & Holland Double Rifle,3073.74,1896.26,3340.04,1596.42,3323.13,1583.47,3277.23,1619.56,2815.41,2103.33,3242.24,1683.06,3260.05,1634.88,2962.12,1929.53,2899.92,2007.84,3301.5,1631.54,3115.68,1836.81,3183.08,1759.29,2871.13,2051.53,2983.23,1897.32,3081.22,1774.14,2926.53,1931.04,2758.7,2106.82,2777.33,2042.72,2922.33,1946.19,3068.11,1769.94,3278.04,1626.68,3196.99,1725.18,3132.7,1790.63,2905.17,1979.99,2766.06,2127.56,3060.49,1591.21,3032.56,1864.99,2873.37,2070.04,3210.14,1719.03,2771.58,2164.08
Fine Imari Charger,19970.62,11549.38,20858.7,10167.32,23277.52,8540.73,22509.82,8241.71,21134.6,9094.41,20194.96,10057.88,21419.68,9490.09,18450.42,12111.71,20553.9,10310.46,21657.17,8479.39,18480.76,11364.35,21436.12,8316.61,18165.85,10818.02,18505.37,10798.52,20724.0,8087.81,17368.37,8076.62,17117.3,8439.24,19282.22,9111.81,20923.07,7566.16,21829.17,7258.999999999999,19650.45,9522.89,21086.44,7755.92,20174.01,8941.82,21448.69,8023.43,18664.25,12375.23,18156.27,10452.85,20556.42,8160.1,17263.87,11398.41,17567.77,11009.64,17191.56,10978.33
Fine Imogen Cunningham Magnolia Print Museum Deaccessioned,11138.91,6711.09,10973.8,6576.04,13087.26,4531.04,13185.21,4329.41,10676.45,7012.86,12259.9,5514.36,13141.87,4442.78,12174.56,5456.07,10925.67,6696.28,12852.31,4661.45,11507.09,6210.29,12656.09,5082.37,13065.58,4932.13,12030.74,6126.52,11147.26,6994.97,10768.41,7397.51,12356.45,5992.0,12535.61,5682.3,11531.85,6634.23,13167.21,4946.31,13435.47,4697.58,12192.37,5927.57,11510.56,6630.03,13306.81,5087.4,13775.67,4591.91,11506.63,6999.58,11120.28,7320.73,11339.97,7059.87,12659.97,5873.96,12235.26,6458.34
Fine Industrial Factory Pendant Federal Period,17062.14,4787.86,16625.52,5236.44,17191.47,4703.9,18257.58,3597.9999999999995,19113.49,3597.9999999999995,15512.33,6574.19,18277.22,3765.63,14150.41,7963.67,14308.19,7699.04,15515.91,6632.11,15769.75,6415.29,15165.21,7272.08,14760.48,7581.69,15708.74,6592.66,17710.11,4416.86,19315.44,3597.9999999999995,15275.24,6679.26,14092.33,7963.64,15166.13,6875.67,18897.48,3597.9999999999995,19894.17,3597.9999999999995,14003.13,7829.59,15852.82,6184.13,18322.83,3828.61,15566.52,6684.86,16811.55,5494.76,17062.93,5493.05,18734.03,3896.09,16238.35,6584.88,18681.35,4310.92
Fine Inuit Soapstone Carving,16098.65,7271.35,15763.94,7567.92,15087.35,8030.53,14879.7,8159.54,14210.35,8792.12,14660.92,8199.36,14871.34,7884.13,14098.85,8506.49,15651.05,7111.82,15254.73,7196.39,14299.87,8098.48,14546.76,7561.48,14820.24,7221.57,15311.09,6625.45,15382.19,6640.92,14203.58,7579.69,12682.01,9162.49,15192.17,6813.9,15509.86,6521.78,14335.13,7665.25,14533.38,7229.82,13832.72,7874.48,12249.71,9173.63,14073.01,8635.12,12643.7,8630.29,12809.04,8507.93,14018.07,7227.45,13095.09,8034.35,12900.82,8052.98,14839.47,6214.35
Fine Irish Silver Sugar Bowl,8982.91,2707.09,7977.96,3708.35,8374.55,3218.61,7049.81,4588.72,9404.73,2401.0,7157.28,4402.89,8887.24,2693.51,8032.03,3458.92,8783.37,2646.45,8427.33,3006.96,7533.79,4019.38,8350.52,3184.16,9142.74,2401.0,8984.54,2462.09,8479.47,3089.91,7422.96,4064.87,9211.29,2401.0,7261.14,4144.54,7354.57,4004.08,8530.14,2829.93,8910.34,2401.0,7070.61,4185.25,7278.63,3890.75,8137.47,2914.5,6751.62,4240.24,7903.11,3085.08,7631.0,3337.75,6960.32,4008.41,8207.85,2749.1,7574.11,3479.6
